root_id,primary_type,additional_type(s)
720575940612921267,Lawf2,
720575940612921325,CB1007,
720575940612921458,LHPV5b2,
720575940612921571,CB0526,
720575940612921581,CB2724,
720575940612921746,PS080,
720575940612922005,Tm16,
720575940612922163,TmY5a,
720575940612922339,CB.FB2I0,
720575940612922646,L2,
720575940612922773,Mi15,
720575940612922851,DNg05_b,
720575940612923098,Pm01,Pm1
720575940612923390,m_NSC_DILP,"PI, PI1, PI2, PI3, IPC"
720575940612923762,T4a,
720575940612923955,Tm1,
720575940612924054,KCab,KCab-m
720575940612924074,Mi9,
720575940612924378,T1,
720575940612924522,KCab,KCab-c
720575940612925078,vDeltaF,"vDeltaG, vDeltaH, vDeltaI"
720575940612925146,MTe40,
720575940612925346,AVLP347,
720575940612925866,Tm4,
720575940612926259,Tm3,
720575940612926578,Tm5d,CB3851
720575940612926693,Dm11,
720575940612927146,T5d,
720575940612927155,L2,L1-3
720575940612927205,TmY10,CB3816
720575940612927213,CB1841,
720575940612927706,L2,
720575940612927986,Tm25,Tm12
720575940612928947,Mi4,
720575940612928986,Lawf1,C3
720575940612928997,CB2605,
720575940612929685,T5d,
720575940612929715,Sm18,
720575940612930522,R1-6,
720575940612930533,Tm4,
720575940612930582,L2,
720575940612930611,CL013,
720575940612930709,Mi10,
720575940612930710,KCab,KCab-m
720575940612931222,Tm25,Tm12
720575940612931350,T4a,
720575940612931480,T5d,
720575940612931570,R1-6,
720575940612932082,Tm33,
720575940612932325,L3,L4
720575940612932403,Tm21,Tm6
720575940612932531,R1-6,
720575940612932757,Pm11,CB3850
720575940612932850,R1-6,
720575940612933013,TmY20,
720575940612933269,Mi13,
720575940612933529,Lawf2,
720575940612933594,Tm21,Tm6
720575940612934117,T2,
720575940612934371,T2a,
720575940612934627,T2,
720575940612935317,WED182,
720575940612935573,TmY31,TmYem1
720575940612936154,PFL3,
720575940612936446,WED039,
720575940612937073,ExR7,
720575940612937135,Mi15,
720575940612937369,Sm16,CB3825
720575940612937391,T2,
720575940612937647,T2,
720575940612937834,CB2361,
720575940612937957,C3,
720575940612937970,TmY31,TmYem1
720575940612938354,Tm27,TmY18
720575940612938645,CB1127,aIPgb
720575940612938803,Tm20,
720575940612938902,TuBu09,TuBu10
720575940612938914,Tm3,
720575940612938961,CB1825,
720575940612939154,PFNd,
720575940612939250,Tm5b,CB3852
720575940612939377,Tm5d,CB3851
720575940612939506,R8,
720575940612939634,Tm9,
720575940612939798,Tm4,
720575940612940269,PVLP008,
720575940612940506,T1,
720575940612940913,Tm5d,CB3851
720575940612941062,Dm15,
720575940612941274,C3,
720575940612941293,PLP199,
720575940612941991,LC21,
720575940612941999,T2,
720575940612942289,SLP141,SLP142
720575940612942442,LC9,
720575940612942511,Tm21,Tm6
720575940612942614,T4a,
720575940612942705,CB0158,
720575940612942998,TuBu03,"TuBu04, TuBu05"
720575940612943066,R1-6,
720575940612943346,R1-6,
720575940612943513,TmY31,TmYem1
720575940612943539,cM01a,
720575940612944298,Mi1,
720575940612944382,LPLC2,
720575940612944435,T5c,
720575940612944819,Tm1,
720575940612945266,LHAD2d1,
720575940612945686,T5b,
720575940612946069,Sm09,
720575940612946095,Sm12,
720575940612946198,Mi14,
720575940612946325,Mi4,
720575940612946686,LC16,
720575940612946863,T5c,
720575940612947114,Tm25,Tm12
720575940612947119,Tm5e,CB3864
720575940612947569,Lai,Am
720575940612947635,R1-6,
720575940612947887,TmY5a,
720575940612948210,R7,
720575940612948586,FR2,
720575940612948593,MeTu4a,"MeTu4, MC61, MC64"
720575940612949145,LC10b,LC10
720575940612949397,Tm5a,
720575940612949427,Pm01,Pm1
720575940612950165,Mi1,
720575940612950447,Tm20,
720575940612950568,LB3,
720575940612950642,AN_GNG_107,
720575940612950937,MLt4,
720575940612951154,Mi9,
720575940612951722,Tm5e,CB3864
720575940612951789,ORN_VL2a,
720575940612951830,LPi02,
720575940612952213,Tm21,Tm6
720575940612952557,CB0704,
720575940612953714,LAL196,
720575940612953750,Mi1,
720575940612953969,Tm5a,Tm20
720575940612955098,L1,
720575940612955107,BM_InOm,
720575940612955315,R1-6,
720575940612956122,R1-6,
720575940612956322,L3,
720575940612956378,JO-B,
720575940612957363,R7,
720575940612957480,MTe29,
720575940612957747,Tm20,
720575940612957802,CB1794,
720575940612958357,Lai,Am
720575940612958614,Tm2,
720575940612958742,Tm34,
720575940612958834,C2,
720575940612959146,L2,
720575940612959857,L2,
720575940612960426,TmY14,
720575940612960552,JO-EVM,
720575940612960661,T4c,
720575940612960674,L3,
720575940612960687,LLPC3,
720575940612960881,T2,
720575940612960947,R1-6,
720575940612961686,KCg-m,
720575940612962029,TmY10,CB3816
720575940612962197,Dm9,
720575940612962611,T5c,
720575940612962730,T5b,
720575940612963094,TmY5a,
720575940612963570,cL09,
720575940612964082,R1-6,
720575940612964374,Sm12,
720575940612964594,R1-6,
720575940612964757,R8,
720575940612965273,T2a,
720575940612965555,R1-6,
720575940612965791,CB2260,AVLP_pr05
720575940612965874,R1-6,
720575940612966290,PLP103a,PLP103
720575940612966422,L2,
720575940612966546,Mi1,
720575940612966823,CB2051,
720575940612967087,Tlp1,
720575940612967338,T4b,
720575940612967651,T2,
720575940612967702,Tm37,
720575940612967829,aMe17b,
720575940612967909,MLt4,
720575940612968103,AVLP487,
720575940612968178,L4,
720575940612968305,Sm02,
720575940612968421,LC4,
720575940612968666,R8,
720575940612968946,R1-6,
720575940612969130,Tm20,
720575940612969139,R1-6,
720575940612969169,BM_Taste,
720575940612969391,C3,
720575940612970151,BM_InOm,
720575940612970202,R1-6,
720575940612970262,L2,
720575940612970666,T2a,
720575940612970901,Mi13,
720575940612971157,LC6,
720575940612971634,T4c,
720575940612971690,C2,
720575940612971798,Tm16,
720575940612971816,ORN_VM4,
720575940612971925,R1-6,
720575940612972054,Dm15,
720575940612972211,R1-6,
720575940612972328,ORN_DA2,
720575940612972693,hDeltaJ,
720575940612972822,Mi4,
720575940612973096,hDeltaK,
720575940612973674,SMP509b,SMP509
720575940612973717,Pm08,Pm2
720575940612974322,Tm1,
720575940612974554,MTe50,
720575940612974614,T2a,
720575940612974706,T5a,
720575940612974961,C2,
720575940612975007,WED057,IPS/WED_pr01
720575940612975085,CB3739,
720575940612975358,CB1997,
720575940612975530,T5a,
720575940612975539,R7,
720575940612975786,Tm1,
720575940612975853,CB1498,AVLP/PVLP_pr01
720575940612976039,LTe36,hb-574058475
720575940612976150,Tm5d,CB3851
720575940612976497,cM05,
720575940612976533,TmY10,CB3816
720575940612976863,LC17,
720575940612976882,R1-6,
720575940612977049,Tm4,
720575940612977066,Mi1,
720575940612977322,Dm3p,Dm3
720575940612977557,TmY10,CB3816
720575940612977561,Mi4,
720575940612977834,L2,
720575940612978034,T2a,
720575940612978290,Sm02,
720575940612978659,T4a,
720575940612979090,ER3w,
720575940612979093,TmY10,CB3816
720575940612979171,T5d,
720575940612979353,T4b,T4d
720575940612979418,L1-3,
720575940612979861,T2,
720575940612979891,Dm11,
720575940612980082,L5,
720575940612980453,Y12,
720575940612980629,TmY10,CB3816
720575940612980990,KCg-d,
720575940612981683,R1-6,
720575940612981997,AVLP448,
720575940612982191,SLP027,pSP3
720575940612982425,MLt4,
720575940612982770,R8,
720575940612983011,T3,
720575940612983445,CB2654,pSP3
720575940612983458,CB0096,
720575940612983978,R8,
720575940612984243,R1-6,
720575940612984306,MTe01b,MC66
720575940612984342,Y1,
720575940612984722,Mi1,
720575940612984725,Mi4,
720575940612984794,R7,
720575940612984981,CB1121,
720575940612985258,Tm3,
720575940612985713,Lai,Am
720575940612985775,T4b,
720575940612986354,R7,
720575940612986390,Mi4,
720575940612986482,T5c,
720575940612986586,R1-6,
720575940612986773,LC11,
720575940612986777,MLt2,
720575940612986803,R1-6,
720575940612986902,Tm20,
720575940612987029,T1,
720575940612987134,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6"
720575940612987285,Dm3p,Dm3
720575940612987541,PLP221,
720575940612988182,Tm8b,
720575940612988274,TmY31,TmYem1
720575940612988575,JO-FVA,
720575940612988901,LC6,
720575940612989155,PLP042c,PLP042
720575940612989170,R1-6,
720575940612989297,Tm9,
720575940612989849,T4c,
720575940612990003,C3,
720575940612990101,R1-6,
720575940612990321,CB0283,
720575940612990435,C2,
720575940612990486,Tm2,
720575940612990617,IB033,IB039
720575940612990634,Tm35,
720575940612990869,R8,
720575940612991205,LC10c,LC10
720575940612991381,vLN26,
720575940612991601,AVLP579,
720575940612991717,Dm3p,Dm3
720575940612991730,KCg-m,
720575940612991973,Sm07,Dm21
720575940612992149,R8,
720575940612992307,Tm1,
720575940612992479,CB3597,
720575940612992741,R1-6,
720575940612992774,Dm3q,Dm3
720575940612992790,T5c,
720575940612992986,MeMe_e02,
720575940612992997,T2,
720575940612993191,MTe14,hb-1131340051
720575940612993194,T4b,
720575940612993650,T4d,
720575940612993941,WED061,
720575940612994582,T5c,
720575940612994929,LPLC2,
720575940612996465,Tm27,TmY18
720575940612996501,TmY5a,
720575940612996630,TmY9q__perp,TmY9
720575940612996837,TmY31,TmYem1
720575940612996977,Tm27,TmY18
720575940612997093,C3,
720575940612997489,Tm27,TmY18
720575940612997555,Dm2,
720575940612998258,L2,
720575940612998362,Dm10,
720575940612998835,R1-6,
720575940612998885,TmY5a,
720575940612999065,ocellar_retinula_cell,
720575940612999909,LHPV5b2,
720575940613000085,CB1229,
720575940613000243,SMP409,
720575940613001256,LC36,
720575940613001329,Tm27,TmY18
720575940613001458,R1-6,
720575940613001841,LCe03,
720575940613002610,Tm27,TmY18
720575940613002981,CL244,
720575940613003669,CB2046,
720575940613003889,LHAD3d4,
720575940613003925,T2,
720575940613004207,LC40,"LC40a, LC40b"
720575940613004530,R1-6,
720575940613004690,L5,
720575940613004762,R1-6,
720575940613005078,T3,
720575940613005274,R1-6,
720575940613005334,Mi4,
720575940613005471,T4a,
720575940613005530,Dm2,
720575940613005791,LC17,
720575940613005937,FC2C,
720575940613006229,MLt1,CB3833
720575940613006358,T2,
720575940613006590,JO-B,
720575940613006614,Mi1,
720575940613006819,Tm5e,CB3864
720575940613006961,Dm1,
720575940613007474,Mi4,
720575940613007530,TmY9q,TmY9
720575940613007791,Mi13,
720575940613007795,R1-6,
720575940613008051,Tm3,
720575940613008150,Mi4,
720575940613008307,T4b,
720575940613009138,Dm3v,Dm3
720575940613009298,L4,
720575940613009327,IB116,
720575940613009558,CB0659,hb-2099569065
720575940613010033,Li06,
720575940613010149,SMP039,
720575940613010162,Sm02,
720575940613010837,LC13,
720575940613010966,TmY11,
720575940613011375,ORN_VA3,
720575940613011861,C2,T2a
720575940613012659,R1-6,
720575940613012954,R7,
720575940613012959,JO-FVA,
720575940613013246,LC12,
720575940613013466,L2,
720575940613013544,CL024b,CL024
720575940613014243,T3,
720575940613014386,TmY4,
720575940613014550,T5b,
720575940613014898,Tm5b,CB3852
720575940613015186,Dm2,
720575940613016104,M_lvPNm37,
720575940613016178,T2a,
720575940613016538,Li17,CB3830
720575940613016547,Tm27,TmY18
720575940613016805,AVLP042,
720575940613017059,KCapbp-ap2,KCab-ap2
720575940613017493,LMa4,
720575940613017818,Sm07,Dm21
720575940613017827,CB1406,
720575940613018786,cM18,PS134
720575940613019354,L1-3,
720575940613019373,BM_MaPa,
720575940613019541,DNg93,
720575940613019885,Tm5b,
720575940613020018,T5b,
720575940613020274,Tm5f,Tm5Y
720575940613020658,R7,
720575940613020914,Sm07,Dm21
720575940613021206,ORN_VA1d,
720575940613021810,T3,
720575940613021950,Li13,
720575940613022367,LHPV4h1,
720575940613023911,KCab,KCab-s
720575940613024370,Tm5b,
720575940613024808,SIP076,
720575940613025331,PLP093,
720575940613025765,Tm16,
720575940613027301,Mi4,
720575940613027557,T1,
720575940613029490,T2,
720575940613029605,L2,
720575940613029618,TmY9q,TmY9
720575940613029746,Dm2,
720575940613029794,T4c,
720575940613029850,Tm1,
720575940613030166,Tm2,
720575940613030422,TmY9q__perp,TmY9
720575940613031666,R1-6,
720575940613032434,T2a,
720575940613032598,L3,
720575940613032600,T4c,
720575940613032675,CB3143,
720575940613032854,L3,
720575940613033470,Li17,CB3830
720575940613033907,Tm9,
720575940613034202,T5d,
720575940613034602,CB1090,"AVLP_pr36, aSP10a"
720575940613035030,Tm5d,CB3851
720575940613035048,SIP061,
720575940613035506,R1-6,
720575940613036005,LC25,"LC20b, LC20"
720575940613036525,T4b,
720575940613036723,Pm01,Pm1
720575940613036822,Mi9,
720575940613036914,JO-F,
720575940613037037,T4a,
720575940613037590,L5,
720575940613038819,SMP003,SMP005
720575940613039530,L2,
720575940613039539,LAL117a,LAL117
720575940613039578,R1-6,
720575940613039587,CL096,
720575940613039795,CB2458,
720575940613040101,MTe01a,
720575940613040613,R1-6,
720575940613041123,KCapbp-ap1,KCab-ap1
720575940613041375,CB1648,
720575940613042403,KCg-m,
720575940613042728,ORN_DL4,
720575940613042802,T5d,
720575940613045234,R7,
720575940613045666,CB2873,
720575940613046499,TmY5a,
720575940613047519,MeTu2a,"MeTu2, MC61, MC64"
720575940613047794,Mi4,
720575940613049315,KCg-m,
720575940613050577,M_adPNm4d,"M_adPNm5d, M_adPNm4, M_adPNm5"
720575940613050586,LPi07,CB3845
720575940613050794,Dm8b,Dm8
720575940613050803,R1-6,
720575940613051365,T5d,
720575940613051571,LC18,
720575940613051621,T5b,
720575940613051699,ORN_VC1,
720575940613052131,CB0986,
720575940613052200,CB.FB6E2,FB6H
720575940613052330,Tm9,
720575940613052402,R7,
720575940613052634,R1-6,R7
720575940613053146,LLPC3,
720575940613053393,ORN_VC4,
720575940613054170,R1-6,
720575940613054322,T2,
720575940613054887,LC17,
720575940613055090,T5b,
720575940613055194,R1-6,
720575940613055474,Sm12,
720575940613056218,T5b,
720575940613056947,Tm27,TmY18
720575940613058010,L1,
720575940613058162,Tm3,
720575940613058533,Tm20,
720575940613058787,Tm5e,CB3864
720575940613058802,M_adPNm8,
720575940613059112,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940613059290,L1,
720575940613059546,Tm3,
720575940613059813,Mi15,
720575940613059862,Mi4,
720575940613059993,LPC2,
720575940613060058,L1,
720575940613060826,Tm9,
720575940613061082,L1,
720575940613061118,LB1b,
720575940613061338,C3,C2
720575940613062106,C3,
720575940613062440,TmY4,
720575940613062952,Tm1,
720575940613063642,L1,
720575940613063653,TmY15,
720575940613064165,T5b,
720575940613064371,Mi15,
720575940613064434,R1-6,
720575940613064488,CB1637,
720575940613064690,Dm11,
720575940613065130,cL21,PVLP132
720575940613065139,T5b,
720575940613065386,Dm3q,Dm3
720575940613065750,Mi9,
720575940613065907,Mi4,
720575940613066154,Dm2,
720575940613066207,SA_DMT_ADMN_9,
720575940613066262,Tm5e,CB3864
720575940613066536,CB1100,
720575940613067687,Li01,
720575940613067943,LC6,
720575940613068083,LC16,
720575940613068595,CB1511,LHPV4c1
720575940613068851,LC21,
720575940613068970,T4b,
720575940613069226,T1,
720575940613069549,Tm1,
720575940613070489,Mi4,
720575940613070565,Tm3,
720575940613070632,SMPp&v1A_S03,SMP336
720575940613070771,L2,
720575940613071075,Dm2,
720575940613071218,Tm31,
720575940613071313,CB1224,
720575940613071358,PLP182,
720575940613071587,KCg-m,
720575940613071589,T1,
720575940613072382,MeTu4a,"MeTu4, MC61, MC64"
720575940613072754,Tm20,
720575940613072869,T5c,
720575940613073138,R1-6,
720575940613073901,Y3,
720575940613073918,Mi1,
720575940613073960,SMP207,
720575940613074394,Dm12,
720575940613074602,LPC1,
720575940613075186,R1-6,
720575940613075685,T4c,
720575940613076586,CB2737,
720575940613076594,Mi10,
720575940613076954,Pm02,Pm1
720575940613077201,CB2797,
720575940613077221,R8,
720575940613078234,Pm03,Pm2
720575940613078993,BM_Ant,
720575940613079026,Pm01,
720575940613079258,Mi13,
720575940613079932,Mi1,
720575940613080017,AOTU051,
720575940613080037,T4d,
720575940613080306,LC12,
720575940613080342,Mi2,
720575940613081041,Mi1,
720575940613081250,SIP086,
720575940613081258,L2,
720575940613082282,LLPC3,
720575940613084625,ORN_VM3,
720575940613085042,Tm7,CB3851
720575940613085337,T5d,
720575940613085363,Tm33,
720575940613085402,LC10b,LC10
720575940613085462,Tm20,
720575940613085554,Mi4,
720575940613086179,T5c,
720575940613086181,R1-6,
720575940613086578,Tm1,
720575940613086899,Li05,CB3848
720575940613086998,T5b,
720575940613087218,PVLP135,
720575940613087510,L4,
720575940613087766,L3,
720575940613087914,LHAD2c1,
720575940613087962,R1-6,
720575940613088426,DNb07,PS067
720575940613089394,TmY9q__perp,TmY9
720575940613089832,Tm4,
720575940613090266,Dm6,
720575940613090710,TuBu03,"TuBu04, TuBu05"
720575940613090769,MeTu2b,"MeTu2, MC61, MC64"
720575940613090787,TmY5a,
720575940613091225,T1,
720575940613091290,H1,
720575940613091555,TmY5a,
720575940613092058,R1-6,
720575940613092325,Dm3v,Dm3
720575940613092466,Tm4,
720575940613093010,SLP241,
720575940613093299,TmY16,
720575940613093785,cLP02,LT71
720575940613094002,Li17,CB3830
720575940613094067,R1-6,
720575940613094117,C2,
720575940613094323,Lawf2,
720575940613094642,L5,
720575940613095065,LPi07,CB3845
720575940613095282,Sm20,CB3832
720575940613095642,T1,
720575940613096089,APDN3,SLP249
720575940613096362,Dm4,
720575940613096946,Y3,
720575940613097330,Mi1,
720575940613097881,CB3214,
720575940613098905,Lawf1,
720575940613099482,LPi11,CB3826
720575940613099493,WED092c,WED092
720575940613099560,Sm01,
720575940613099798,T4d,
720575940613099938,LC12,
720575940613100467,R1-6,
720575940613100566,T5c,
720575940613100723,Lawf2,
720575940613101487,LLPC1,
720575940613101541,Tm3,
720575940613101721,Dm10,
720575940613101797,Dm3v,Dm3
720575940613102053,Mi1,
720575940613102962,Dm3v,Dm3
720575940613103346,R1-6,
720575940613103791,SMP104,"SMP105, SMP107"
720575940613103912,CB1419,
720575940613103986,Dm1,
720575940613104150,Dm3v,Dm3
720575940613105311,JO-FVA,
720575940613105381,aMe8,
720575940613106034,Tm3,
720575940613106582,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6"
720575940613106838,MeTu2a,"MeTu2, MC61, MC64"
720575940613106906,TmY15,
720575940613107119,SMP461,
720575940613107367,T2a,
720575940613107375,AVLP045,
720575940613107685,R1-6,
720575940613107734,Tm25,Tm12
720575940613107891,Dm9,
720575940613108186,ORN_VA1d,
720575940613108882,CB2655,
720575940613109362,TmY5a,
720575940613109410,LC10d,LC10
720575940613110195,Tm5a,
720575940613110425,LC29,
720575940613110442,T5c,
720575940613110703,LLPC1,
720575940613110746,Tm3,
720575940613111013,Dm2,
720575940613111471,SLP075,
720575940613112293,CB3642,
720575940613112598,L4,
720575940613113154,SIP055,SLP245
720575940613113238,KCg-m,
720575940613113325,SIP025,
720575940613113511,T4d,
720575940613114842,Sm21,CB3832
720575940613115289,PFNm,PFNp
720575940613115545,TmY9q,TmY9
720575940613115762,Li09,CB3828
720575940613115877,L4,
720575940613116141,Tm35,
720575940613116378,Tm4,
720575940613116634,Dm9,
720575940613116778,TuBu02,
720575940613117206,T4c,
720575940613117554,Mi9,
720575940613117593,Tm8a,Tm8
720575940613117667,L3,
720575940613118259,s-CPDN3B,CB3252
720575940613118610,ORN_DP1m,
720575940613118760,T4a,
720575940613118826,CB1438,
720575940613118887,T5a,
720575940613119203,Dm3v,Dm3
720575940613119399,MLt2,
720575940613119459,KCapbp-ap2,KCab-ap2
720575940613119474,TmY14,
720575940613119706,R8,
720575940613119897,LLPt,CB3822
720575940613120474,Mi4,
720575940613120618,CB2501,
720575940613120721,CB0514,
720575940613120741,Mi1,
720575940613120986,CB1841,
720575940613121689,T1,
720575940613121706,Tm21,Tm6
720575940613121765,R1-6,
